ID,Name,Position,SM,WF,Rating,Color,League,Club,Country,Age,Rarity,Foot,Attack WR,Defense WR,Cost
7953,Jordy Clasie,CM,3,3,75,gold,Eredivisie,AZ,Netherlands,31,Non Rare,Right,Med,Med,750
7954,Yukinari Sugawara,RB,3,3,74,silver,Eredivisie,AZ,Japan,22,Rare,Right,High,High,1700
7955,Dani de Wit,CAM,3,3,74,silver,Eredivisie,AZ,Netherlands,24,Rare,Right,High,High,1900
7956,Pantelis Hatzidiakos,CB,2,3,73,silver,Eredivisie,AZ,Greece,26,Rare,Right,Med,Med,1600
7957,Håkon Evjen,RW,4,2,72,silver,Eredivisie,AZ,Norway,22,Rare,Left,High,High,3500
7958,Zinho Vanheusden,CB,2,3,72,silver,Eredivisie,AZ,Belgium,23,Non Rare,Right,Med,Med,1900
7959,Sam Beukema,CB,2,3,72,silver,Eredivisie,AZ,Netherlands,24,Non Rare,Right,High,Med,1900
7960,Tijjani Reijnders,CM,3,4,71,silver,Eredivisie,AZ,Netherlands,24,Rare,Right,Med,Med,1600
7961,Peter Vindahl Jensen,GK,1,3,70,silver,Eredivisie,AZ,Denmark,24,Rare,Right,Med,Med,3500
7962,Jens Odgaard,ST,3,3,69,silver,Eredivisie,AZ,Denmark,23,Non Rare,Left,High,Med,1800
7963,Mees de Wit,LB,3,3,69,silver,Eredivisie,AZ,Netherlands,24,Non Rare,Left,High,Med,2000
7964,Milos Kerkez,LB,3,3,68,silver,Eredivisie,AZ,Hungary,19,Rare,Left,High,High,1800
7965,Hobie Verhulst,GK,1,3,68,silver,Eredivisie,AZ,Netherlands,29,Non Rare,Left,Med,Med,1800
7966,Myron van Brederode,LW,3,4,65,silver,Eredivisie,AZ,Netherlands,19,Non Rare,Right,High,Med,1900
7967,Peer Koopmeiners,CDM,2,3,64,bronze,Eredivisie,AZ,Netherlands,22,Rare,Right,Med,Med,2500
7968,Sem Westerveld,GK,1,3,63,bronze,Eredivisie,AZ,Spain,20,Rare,Right,Med,Med,1500
7969,Ernest Poku,RW,3,4,63,bronze,Eredivisie,AZ,Netherlands,18,Rare,Right,High,Med,1800
7970,Yusuf Barasi,ST,2,4,63,bronze,Eredivisie,AZ,Turkey,19,Rare,Right,High,Med,1700
7971,Mayckel Lahdo,RW,3,3,62,bronze,Eredivisie,AZ,Sweden,20,Non Rare,Right,Med,Med,1900
7972,Zico Buurmeester,CM,2,3,62,bronze,Eredivisie,AZ,Netherlands,20,Non Rare,Right,High,Med,1900
7973,Fedde de Jong,CAM,2,3,62,bronze,Eredivisie,AZ,Netherlands,19,Non Rare,Right,Med,Med,1700
7974,Maxim Dekker,CB,2,3,61,bronze,Eredivisie,AZ,Netherlands,18,Non Rare,Left,Med,Med,1800
7975,Lars Unnerstall,GK,1,1,78,gold,Eredivisie, FC Twente,Germany,32,Non Rare,Right,Med,Med,650
7976,Michal Sadílek,CDM,3,4,75,gold,Eredivisie, FC Twente,Czech Republic,23,Non Rare,Left,Med,High,600
7977,Ramiz Zerrouki,CM,3,3,73,silver,Eredivisie, FC Twente,Algeria,24,Rare,Right,Med,High,1000
7978,Robin Pröpper,CB,2,4,72,silver,Eredivisie, FC Twente,Netherlands,29,Non Rare,Right,Med,High,1400
7979,Ricky van Wolfswinkel,ST,3,4,72,silver,Eredivisie, FC Twente,Netherlands,33,Rare,Right,Med,Low,1000
7980,Christos Tzolis,LW,4,4,72,silver,Eredivisie, FC Twente,Greece,20,Rare,Right,High,Med,1000
7981,Michel Vlap,CAM,3,4,71,silver,Eredivisie, FC Twente,Netherlands,25,Rare,Right,High,Med,1100
7982,Joshua Brenet,RB,3,3,71,silver,Eredivisie, FC Twente,Netherlands,28,Non Rare,Right,High,Med,1000
7983,Mees Hilgers,CB,2,3,70,silver,Eredivisie, FC Twente,Netherlands,21,Rare,Right,Med,Med,1300
7984,Václav Černý,RW,3,3,70,silver,Eredivisie, FC Twente,Czech Republic,25,Non Rare,Left,Med,High,1000
7985,Gijs Smal,LB,2,3,69,silver,Eredivisie, FC Twente,Netherlands,25,Non Rare,Left,High,Med,950
7986,Wout Brama,CDM,2,3,69,silver,Eredivisie, FC Twente,Netherlands,36,Non Rare,Right,Low,Med,1000
7987,Virgil Misidjan,RW,3,4,69,silver,Eredivisie, FC Twente,Netherlands,29,Non Rare,Right,Med,Med,1000
7988,Pleguezuelo,CB,3,4,68,silver,Eredivisie, FC Twente,Spain,25,Rare,Right,High,Med,1300
7989,Przemysław Tytoń,GK,1,2,67,silver,Eredivisie, FC Twente,Poland,36,Non Rare,Right,Med,Med,950
7990,Daan Rots,RW,3,3,67,silver,Eredivisie, FC Twente,Netherlands,21,Non Rare,Left,Med,Med,1000
7991,Sem Steijn,CAM,3,3,66,silver,Eredivisie, FC Twente,Netherlands,21,Non Rare,Right,Med,Med,1000
7992,Manfred Ugalde,ST,3,3,66,silver,Eredivisie, FC Twente,Costa Rica,20,Non Rare,Right,High,Med,1300
7993,Denilho Cleonise,RW,4,3,65,silver,Eredivisie, FC Twente,Netherlands,21,Non Rare,Right,Med,Med,1000
7994,Anass Salah-Eddine,LB,2,3,64,bronze,Eredivisie, FC Twente,Netherlands,21,Rare,Left,High,Med,1200
7995,Thijs van Leeuwen,RW,3,3,63,bronze,Eredivisie, FC Twente,Netherlands,21,Non Rare,Right,Med,Med,950
7996,Mathias Kjølø,CDM,3,3,63,bronze,Eredivisie, FC Twente,Norway,21,Non Rare,Right,High,Med,900
7997,Luca Everink,RB,2,3,62,bronze,Eredivisie, FC Twente,Netherlands,21,Non Rare,Right,Med,Med,950
7998,Casper Staring,CB,2,3,62,bronze,Eredivisie, FC Twente,Netherlands,21,Non Rare,Right,Med,Med,2200
7999,Max Bruns,CDM,2,3,62,bronze,Eredivisie, FC Twente,Netherlands,20,Non Rare,Right,Med,High,900
8000,Issam El Maach,GK,1,3,61,bronze,Eredivisie, FC Twente,Morocco,22,Non Rare,Right,Med,Med,450
8001,Sam Karssies,GK,1,3,57,bronze,Eredivisie, FC Twente,Netherlands,19,Non Rare,Right,Med,Med,850
8002,Maximilian Wittek,LWB,3,3,75,gold,Eredivisie,Vitesse,Germany,27,Non Rare,Left,High,Med,600
8003,Francisco Reis Ferreira,CB,2,2,74,silver,Eredivisie,Vitesse,Portugal,25,Rare,Right,Med,Med,750
8004,Sondre Tronstad,CM,3,4,73,silver,Eredivisie,Vitesse,Norway,27,Rare,Right,Med,High,1300
8005,Matúš Bero,CM,3,3,71,silver,Eredivisie,Vitesse,Slovakia,27,Rare,Right,High,High,1300
8006,Carlens Arcus,RWB,2,2,71,silver,Eredivisie,Vitesse,Haiti,26,Non Rare,Right,Med,Med,1000
8007,Mitchell Dijks,LWB,3,3,70,silver,Eredivisie,Vitesse,Netherlands,29,Rare,Left,Med,Med,750
8008,Baden Frederiksen,ST,3,3,69,silver,Eredivisie,Vitesse,Denmark,22,Non Rare,Left,Med,Med,1400
8009,Million Manhoef,LWB,2,3,69,silver,Eredivisie,Vitesse,Netherlands,21,Non Rare,Left,High,High,1000
8010,Melle Meulensteen,CB,3,3,68,silver,Eredivisie,Vitesse,Netherlands,23,Non Rare,Right,High,Med,1000
8011,Kacper Kozlowski,CAM,4,4,68,silver,Eredivisie,Vitesse,Poland,19,Rare,Right,High,Med,900
8012,Bartosz Białek,ST,2,3,68,silver,Eredivisie,Vitesse,Poland,21,Non Rare,Right,Med,Med,1300
8013,Kjell Scherpen,GK,1,5,67,silver,Eredivisie,Vitesse,Netherlands,22,Rare,Right,Med,Med,1000
8014,Thomas Buitink,ST,2,3,67,silver,Eredivisie,Vitesse,Netherlands,22,Non Rare,Right,Med,Med,5000
8015,Toni Domgjoni,CM,3,4,67,silver,Eredivisie,Vitesse,Kosovo,24,Non Rare,Right,High,Med,1000
8016,Jeroen Houwen,GK,1,3,67,silver,Eredivisie,Vitesse,Netherlands,26,Non Rare,Right,Med,Med,950
8017,Markus Schubert,GK,1,3,67,silver,Eredivisie,Vitesse,Germany,24,Non Rare,Right,Med,Med,1000
8018,Ryan Flamingo,CB,2,3,66,silver,Eredivisie,Vitesse,Netherlands,20,Non Rare,Right,High,Med,900
8019,Tomáš Hájek,CB,2,3,65,silver,Eredivisie,Vitesse,Czech Republic,31,Non Rare,Left,Med,Med,1100
8020,Enzo Cornelisse,CB,2,3,65,silver,Eredivisie,Vitesse,Netherlands,20,Non Rare,Left,Med,Med,1100
8021,Gabriel Vidovic,CF,3,3,64,bronze,Eredivisie,Vitesse,Croatia,19,Rare,Right,Med,Med,1000
8022,Mohamed Sankoh,ST,3,3,62,bronze,Eredivisie,Vitesse,Netherlands,19,Non Rare,Right,Med,Med,400
8023,Romaric Yapi,RWB,2,2,59,bronze,Eredivisie,Vitesse,France,22,Non Rare,Right,Med,Med,400
8024,Daan Reiziger,GK,1,3,59,bronze,Eredivisie,Vitesse,Netherlands,21,Non Rare,Right,Med,Med,250
8025,Gyan de Regt,LW,3,3,59,bronze,Eredivisie,Vitesse,Netherlands,20,Non Rare,Right,Med,Med,400
8026,Nigel van Haveren,GK,1,3,56,bronze,Eredivisie,Vitesse,Netherlands,19,Non Rare,Right,Med,Med,550
8027,Jasper Cillessen,GK,1,3,80,gold,Eredivisie,NEC Nijmegen,Netherlands,33,Non Rare,Right,Med,Med,600
8028,Oussama Tannane,CAM,4,3,74,silver,Eredivisie,NEC Nijmegen,Morocco,28,Rare,Left,Med,Low,1000
8029,Lasse Schøne,CM,3,3,74,silver,Eredivisie,NEC Nijmegen,Denmark,36,Rare,Right,Med,Med,650
8030,Landry Dimata,ST,3,3,72,silver,Eredivisie,NEC Nijmegen,Belgium,25,Non Rare,Right,High,High,1400
8031,Mattijs Branderhorst,GK,1,3,70,silver,Eredivisie,NEC Nijmegen,Netherlands,29,Non Rare,Right,Med,Med,1200
8032,Iván Márquez Álvarez,CB,2,3,68,silver,Eredivisie,NEC Nijmegen,Spain,28,Non Rare,Right,Low,Med,1300
8033,Elayis Tavşan,RW,3,3,68,silver,Eredivisie,NEC Nijmegen,Netherlands,21,Rare,Left,Med,Med,1100
8034,Mikkel Duelund,LW,3,4,68,silver,Eredivisie,NEC Nijmegen,Denmark,25,Non Rare,Right,High,Med,1200
8035,Souffian El Karouani,LB,2,2,68,silver,Eredivisie,NEC Nijmegen,Morocco,22,Non Rare,Left,High,Med,1200
8036,Calvin Verdonk,LB,3,4,67,silver,Eredivisie,NEC Nijmegen,Netherlands,25,Non Rare,Left,Med,Med,1300
8037,Magnus Mattsson,LW,3,4,67,silver,Eredivisie,NEC Nijmegen,Denmark,23,Non Rare,Right,High,Med,1000
8038,Bart van Rooij,RB,2,3,67,silver,Eredivisie,NEC Nijmegen,Netherlands,21,Non Rare,Right,Med,High,1200
8039,Dirk Proper,CDM,2,3,67,silver,Eredivisie,NEC Nijmegen,Netherlands,20,Non Rare,Right,Med,Med,1200
8040,Pedro David Rosendo Marques,ST,3,4,67,silver,Eredivisie,NEC Nijmegen,Portugal,24,Non Rare,Right,High,Med,900
8041,Jordy Bruijn,CAM,3,4,67,silver,Eredivisie,NEC Nijmegen,Netherlands,26,Non Rare,Right,Med,Med,1200
8042,Joris Kramer,CB,2,2,66,silver,Eredivisie,NEC Nijmegen,Netherlands,26,Non Rare,Left,Med,Med,1300
8043,Ilias Bronkhorst,RB,2,3,64,bronze,Eredivisie,NEC Nijmegen,Netherlands,25,Rare,Right,High,Med,1400
8044,Ibrahim Cissoko,RW,4,4,63,bronze,Eredivisie,NEC Nijmegen,Netherlands,19,Non Rare,Right,Med,Med,950
8045,Andri Fannar Baldursson,CDM,3,3,62,bronze,Eredivisie,NEC Nijmegen,Iceland,21,Non Rare,Right,Med,Med,1300
8046,Guus Gertsen,CB,2,2,59,bronze,Eredivisie,NEC Nijmegen,Netherlands,19,Non Rare,Right,Med,Med,500
8047,Mathias De Wolf,CM,2,3,59,bronze,Eredivisie,NEC Nijmegen,Belgium,20,Non Rare,Left,Med,Med,950
8048,Nils Rossen,CM,2,3,58,bronze,Eredivisie,NEC Nijmegen,Netherlands,17,Non Rare,Left,Med,Med,750
8049,Kas de Wit,CAM,2,3,58,bronze,Eredivisie,NEC Nijmegen,Netherlands,19,Non Rare,Right,Med,Med,700
8050,Robin Roefs,GK,1,3,57,bronze,Eredivisie,NEC Nijmegen,Netherlands,20,Non Rare,Left,Med,Med,600
8051,Thom Haye,CM,3,4,72,silver,Eredivisie,SC Heerenveen,Netherlands,27,Rare,Right,Med,Low,1100
8052,Milan van Ewijk,RWB,2,2,72,silver,Eredivisie,SC Heerenveen,Netherlands,22,Rare,Right,Med,Med,1700
8053,Sven van Beek,CB,2,2,71,silver,Eredivisie,SC Heerenveen,Netherlands,28,Non Rare,Right,Low,Med,1400
8054,Andries Noppert,GK,1,3,69,silver,Eredivisie,SC Heerenveen,Netherlands,28,Rare,Left,Med,Med,900
8055,Tibor Halilović,CAM,3,3,69,silver,Eredivisie,SC Heerenveen,Croatia,27,Non Rare,Right,High,High,1500
8056,Simon Olsson,CM,3,3,68,silver,Eredivisie,SC Heerenveen,Sweden,25,Non Rare,Right,Med,Med,1300
8057,Xavier Mous,GK,1,2,68,silver,Eredivisie,SC Heerenveen,Netherlands,27,Non Rare,Right,Med,Med,1200
8058,Paweł Bochniewicz,CB,2,2,68,silver,Eredivisie,SC Heerenveen,Poland,26,Non Rare,Left,Low,High,1300
8059,Mats Köhlert,CAM,3,3,67,silver,Eredivisie,SC Heerenveen,Germany,24,Non Rare,Left,Med,High,1200
8060,Sydney van Hooijdonk,ST,2,4,67,silver,Eredivisie,SC Heerenveen,Netherlands,22,Rare,Right,High,Med,800
8061,Amin Sarr,ST,3,3,67,silver,Eredivisie,SC Heerenveen,Sweden,21,Rare,Right,Med,Med,1200
8062,Joost van Aken,CB,2,2,67,silver,Eredivisie,SC Heerenveen,Netherlands,28,Non Rare,Left,Med,Med,1000
8063,Rami Kaib,LWB,2,2,67,silver,Eredivisie,SC Heerenveen,Tunisia,25,Non Rare,Left,High,Med,1200
8064,Alex Timossi Andersson,RM,3,4,67,silver,Eredivisie,SC Heerenveen,Sweden,22,Non Rare,Right,Med,Med,1200
8065,Anas Tahiri,CM,3,3,66,silver,Eredivisie,SC Heerenveen,Morocco,27,Non Rare,Right,Med,Med,800
8066,Antoine Colassin,ST,3,3,65,silver,Eredivisie,SC Heerenveen,Belgium,21,Non Rare,Right,Med,Med,600
8067,Rami Hajal,CAM,3,2,64,bronze,Eredivisie,SC Heerenveen,Sweden,21,Rare,Right,Med,Med,700
8068,Syb van Ottele,CB,2,2,62,bronze,Eredivisie,SC Heerenveen,Netherlands,20,Non Rare,Right,Med,Med,250
8069,Hussein Ali,RWB,2,3,61,bronze,Eredivisie,SC Heerenveen,Sweden,20,Non Rare,Right,Med,High,300
8070,Timo Zaal,CB,2,3,61,bronze,Eredivisie,SC Heerenveen,Netherlands,18,Rare,Right,Med,Med,350
8071,Djenahro Nunumete,CM,2,3,60,bronze,Eredivisie,SC Heerenveen,Netherlands,20,Non Rare,Left,Med,Med,650
8072,Jan Bekkema,GK,1,1,59,bronze,Eredivisie,SC Heerenveen,Netherlands,26,Non Rare,Right,Med,Med,200
8073,Neraysho Kasanwirjo,RB,2,3,82,gold,Eredivisie, FC Groningen,Netherlands,20,Objective Reward - Storyline,Right,High,High,0
8074,Tomáš Suslov,CAM,3,3,71,silver,Eredivisie, FC Groningen,Slovakia,20,Non Rare,Left,High,High,1500
8075,Neraysho Kasanwirjo,RB,2,3,69,silver,Eredivisie, FC Groningen,Netherlands,20,Rare,Right,High,High,900
8076,Florian Krüger,LM,3,3,69,silver,Eredivisie, FC Groningen,Germany,23,Non Rare,Right,High,Med,1400
8077,Ricardo Pepi,ST,3,3,69,silver,Eredivisie, FC Groningen,United States,20,Non Rare,Right,High,Med,1300
8078,Ragnar Oratmangoen,LM,3,3,69,silver,Eredivisie, FC Groningen,Netherlands,25,Non Rare,Right,High,High,1200
8079,Michael Verrips,GK,1,3,68,silver,Eredivisie, FC Groningen,Netherlands,26,Non Rare,Right,Med,Med,950
8080,Mike te Wierik,CB,2,3,68,silver,Eredivisie, FC Groningen,Netherlands,30,Non Rare,Right,Med,High,1300
8081,Daleho Irandust,CAM,3,3,68,silver,Eredivisie, FC Groningen,Sweden,24,Non Rare,Left,High,Low,1000
8082,Ramon Pascal Lundqvist,CAM,3,3,68,silver,Eredivisie, FC Groningen,Sweden,25,Non Rare,Right,Med,Med,1000
8083,Joey Pelupessy,CDM,2,2,68,silver,Eredivisie, FC Groningen,Netherlands,29,Non Rare,Right,Low,High,950
8084,Peter Leeuwenburgh,GK,1,3,67,silver,Eredivisie, FC Groningen,Netherlands,28,Rare,Right,Med,Med,950
8085,Laros Duarte,CM,2,4,67,silver,Eredivisie, FC Groningen,Netherlands,25,Non Rare,Right,High,High,1000
8086,Cyril Ngonge,RM,3,4,67,silver,Eredivisie, FC Groningen,Belgium,22,Rare,Left,High,Low,1800
8087,Paulos Abraham,LM,3,3,66,silver,Eredivisie, FC Groningen,Sweden,20,Non Rare,Right,Med,Med,800
8088,Damil Dankerlui,RB,3,4,66,silver,Eredivisie, FC Groningen,Suriname,26,Rare,Right,High,Low,650
8089,Radinio Balker,CB,2,3,65,silver,Eredivisie, FC Groningen,Netherlands,24,Non Rare,Right,Med,High,700
8090,Isak Dybvik Määttä,LB,3,2,64,bronze,Eredivisie, FC Groningen,Norway,21,Rare,Left,High,Med,350
8091,Liam van Gelderen,RB,2,3,64,bronze,Eredivisie, FC Groningen,Netherlands,21,Rare,Right,Med,Med,350
8092,Jan Hoekstra,GK,1,3,63,bronze,Eredivisie, FC Groningen,Netherlands,24,Rare,Right,Med,Med,600
8093,Marin Šverko,CB,2,3,63,bronze,Eredivisie, FC Groningen,Croatia,24,Non Rare,Left,Med,Med,1100
8094,Kian Slor,LM,3,3,62,bronze,Eredivisie, FC Groningen,Netherlands,20,Non Rare,Right,High,Med,200
8095,Nordin Musampa,CB,2,3,62,bronze,Eredivisie, FC Groningen,Netherlands,21,Rare,Left,Med,Med,350
8096,Joël van Kaam,RB,3,3,62,bronze,Eredivisie, FC Groningen,Netherlands,20,Rare,Right,High,Med,450
8097,Yahya Kalley,LB,2,1,60,bronze,Eredivisie, FC Groningen,Sweden,21,Non Rare,Left,High,Med,200
8098,Emmanuel Matuta,CDM,2,3,60,bronze,Eredivisie, FC Groningen,Belgium,20,Non Rare,Right,Med,Med,200
8099,Jan de Boer,GK,1,2,58,bronze,Eredivisie, FC Groningen,Netherlands,22,Rare,Right,Med,Med,300
8100,Luciano Valente,CAM,2,3,57,bronze,Eredivisie, FC Groningen,Italy,19,Non Rare,Right,Med,Med,200
8101,Ryan Nyambe,RWB,3,3,71,silver,EFL Championship (ENG 2), Wigan Athletic,Namibia,25,Rare,Right,Med,High,550
8102,Will Keane,CAM,3,3,69,silver,EFL Championship (ENG 2), Wigan Athletic,Republic of Ireland,30,Rare,Right,High,Med,550
8103,Callum Lang,RM,3,3,69,silver,EFL Championship (ENG 2), Wigan Athletic,England,24,Non Rare,Right,High,Med,650
8104,Jack Whatmough,CB,2,4,69,silver,EFL Championship (ENG 2), Wigan Athletic,England,26,Rare,Right,Low,High,550
8105,Jason Kerr,CB,2,3,69,silver,EFL Championship (ENG 2), Wigan Athletic,Scotland,25,Rare,Right,High,Med,500
8106,Ashley Fletcher,ST,3,2,69,silver,EFL Championship (ENG 2), Wigan Athletic,England,27,Non Rare,Right,Med,Low,650
8107,Graeme Shinnie,CDM,3,2,69,silver,EFL Championship (ENG 2), Wigan Athletic,Scotland,31,Non Rare,Left,Med,High,600
8108,Tendayi Darikwa,RWB,3,4,69,silver,EFL Championship (ENG 2), Wigan Athletic,Zimbabwe,31,Rare,Right,High,Med,550
8109,Tom Naylor,CDM,2,3,69,silver,EFL Championship (ENG 2), Wigan Athletic,England,31,Rare,Right,Med,High,500
8110,James McClean,LM,3,2,69,silver,EFL Championship (ENG 2), Wigan Athletic,Republic of Ireland,33,Rare,Left,High,Med,600
8111,Charlie Wyke,ST,2,3,68,silver,EFL Championship (ENG 2), Wigan Athletic,England,30,Non Rare,Right,High,Med,600
8112,Ben Amos,GK,1,3,68,silver,EFL Championship (ENG 2), Wigan Athletic,England,32,Non Rare,Right,Med,Med,650
8113,Max Power,CM,3,3,68,silver,EFL Championship (ENG 2), Wigan Athletic,England,29,Rare,Right,Med,Med,500
8114,Nathan Broadhead,LW,3,4,68,silver,EFL Championship (ENG 2), Wigan Athletic,Wales,24,Non Rare,Right,Med,Med,700
8115,Rarmani Edmonds-Green,CB,2,2,68,silver,EFL Championship (ENG 2), Wigan Athletic,England,24,Rare,Right,High,Med,650
8116,Joe Bennett,LB,3,2,67,silver,EFL Championship (ENG 2), Wigan Athletic,England,32,Non Rare,Left,Med,Med,800
8117,Curtis Tilt,CB,2,3,67,silver,EFL Championship (ENG 2), Wigan Athletic,Jamaica,31,Non Rare,Left,High,Med,600
8118,Anthony Scully,LW,3,3,66,silver,EFL Championship (ENG 2), Wigan Athletic,Republic of Ireland,23,Non Rare,Right,High,Med,600
8119,Jordan Cousins,CDM,3,3,66,silver,EFL Championship (ENG 2), Wigan Athletic,Jamaica,28,Non Rare,Right,Low,High,600
8120,Josh Magennis,ST,2,3,66,silver,EFL Championship (ENG 2), Wigan Athletic,Northern Ireland,32,Rare,Right,High,Med,600
8121,Jamie Jones,GK,1,2,64,bronze,EFL Championship (ENG 2), Wigan Athletic,England,33,Rare,Right,Med,Med,400
8122,Tom Pearce,LWB,2,2,64,bronze,EFL Championship (ENG 2), Wigan Athletic,England,24,Rare,Left,High,Med,350
8123,Gwion Edwards,LM,3,3,64,bronze,EFL Championship (ENG 2), Wigan Athletic,Wales,29,Rare,Right,High,High,950
8124,Thelo Aasgaard,CAM,3,3,64,bronze,EFL Championship (ENG 2), Wigan Athletic,Norway,20,Rare,Right,High,Med,350
8125,Kieran Lloyd,RWB,2,3,56,bronze,EFL Championship (ENG 2), Wigan Athletic,England,20,Non Rare,Right,High,Med,200
8126,Joe Rodwell-Grant,ST,2,3,55,bronze,EFL Championship (ENG 2), Wigan Athletic,England,20,Non Rare,Right,Med,Med,200
8127,Abdi Sharif,CM,2,2,55,bronze,EFL Championship (ENG 2), Wigan Athletic,England,22,Non Rare,Right,Med,Med,200
8128,James Carragher,CB,2,2,53,bronze,EFL Championship (ENG 2), Wigan Athletic,England,20,Non Rare,Right,Med,Med,200
8129,Babajide Adeeko,CM,2,4,53,bronze,EFL Championship (ENG 2), Wigan Athletic,Republic of Ireland,19,Non Rare,Right,Med,Med,200
8130,Scott Smith,CM,2,3,53,bronze,EFL Championship (ENG 2), Wigan Athletic,Wales,21,Non Rare,Right,Med,Med,200
8131,Harry McHugh,CM,2,3,52,bronze,EFL Championship (ENG 2), Wigan Athletic,England,20,Non Rare,Left,Med,Med,200
8132,Andreas Weimann,ST,3,3,73,silver,EFL Championship (ENG 2), Bristol City,Austria,31,Rare,Right,High,High,500
8133,Daniel Bentley,GK,1,3,73,silver,EFL Championship (ENG 2), Bristol City,England,29,Rare,Right,Med,Med,550
8134,Tomáš Kalas,CB,2,3,72,silver,EFL Championship (ENG 2), Bristol City,Czech Republic,29,Non Rare,Right,Med,High,550
8135,Kal Naismith,CB,3,3,71,silver,EFL Championship (ENG 2), Bristol City,Scotland,30,Rare,Left,High,Med,550
8136,Timm Klose,CB,2,3,71,silver,EFL Championship (ENG 2), Bristol City,Switzerland,34,Rare,Right,Low,Med,550
8137,Antoine Semenyo,ST,3,4,70,silver,EFL Championship (ENG 2), Bristol City,Ghana,23,Rare,Right,High,Med,600
8138,Joe Williams,CDM,3,2,70,silver,EFL Championship (ENG 2), Bristol City,England,26,Non Rare,Right,Med,High,600
8139,Jay Dasilva,LB,3,3,70,silver,EFL Championship (ENG 2), Bristol City,England,24,Rare,Left,Med,Med,600
8140,Rob Atkinson,CB,2,3,69,silver,EFL Championship (ENG 2), Bristol City,England,24,Non Rare,Left,Med,Med,650
8141,Matty James,CM,3,3,69,silver,EFL Championship (ENG 2), Bristol City,England,31,Non Rare,Right,Med,Med,850
8142,Han-Noah Massengo,CDM,3,3,69,silver,EFL Championship (ENG 2), Bristol City,France,21,Non Rare,Right,Med,High,550
8143,Cameron Pring,LB,2,2,68,silver,EFL Championship (ENG 2), Bristol City,England,25,Non Rare,Left,High,Med,750
8144,Chris Martin,ST,2,4,68,silver,EFL Championship (ENG 2), Bristol City,Scotland,34,Non Rare,Right,Med,Low,650
8145,Nahki Wells,ST,3,3,68,silver,EFL Championship (ENG 2), Bristol City,Bermuda,32,Non Rare,Right,High,Med,650
8146,Alex Scott,CAM,3,3,67,silver,EFL Championship (ENG 2), Bristol City,England,19,Non Rare,Right,High,Med,650
8147,Zak Vyner,CB,2,3,67,silver,EFL Championship (ENG 2), Bristol City,England,25,Non Rare,Right,Med,Med,700
8148,Stefan Bajic,GK,1,3,67,silver,EFL Championship (ENG 2), Bristol City,France,21,Non Rare,Right,Med,Med,750
8149,Andy King,CM,3,3,67,silver,EFL Championship (ENG 2), Bristol City,Wales,34,Non Rare,Right,Med,Med,600
8150,Kane Wilson,RWB,3,4,67,silver,EFL Championship (ENG 2), Bristol City,England,22,Rare,Right,High,Med,550
8151,Max O'Leary,GK,1,3,67,silver,EFL Championship (ENG 2), Bristol City,England,26,Non Rare,Right,Med,Med,600
8152,Mark Sykes,RW,3,2,66,silver,EFL Championship (ENG 2), Bristol City,Republic of Ireland,25,Non Rare,Right,Med,Med,600
8153,George Tanner,RWB,2,2,66,silver,EFL Championship (ENG 2), Bristol City,England,23,Non Rare,Right,Med,Med,700
8154,Ayman Benarous,CAM,3,2,62,bronze,EFL Championship (ENG 2), Bristol City,England,19,Non Rare,Left,High,Low,250
8155,Tommy Conway,ST,2,3,61,bronze,EFL Championship (ENG 2), Bristol City,England,20,Rare,Right,Med,Med,350
8156,Sam Bell,ST,2,3,59,bronze,EFL Championship (ENG 2), Bristol City,England,20,Non Rare,Right,Med,Med,200
8157,James Morton,CM,2,3,59,bronze,EFL Championship (ENG 2), Bristol City,England,23,Non Rare,Right,Med,Med,9700
8158,Harvey Wiles-Richards,GK,1,2,50,bronze,EFL Championship (ENG 2), Bristol City,England,20,Non Rare,Right,Med,Med,200
8159,Elijah Adebayo,ST,3,3,72,silver,EFL Championship (ENG 2),Luton Town,England,25,Non Rare,Right,High,Med,650
8160,Ethan Horvath,GK,1,3,71,silver,EFL Championship (ENG 2),Luton Town,United States,27,Rare,Right,Med,Med,550
8161,James Bree,RWB,2,3,71,silver,EFL Championship (ENG 2),Luton Town,England,25,Non Rare,Right,High,Med,600
8162,Amari'i Bell,LWB,3,2,70,silver,EFL Championship (ENG 2),Luton Town,Jamaica,28,Non Rare,Left,High,Med,600
8163,Pelly-Ruddock Mpanzu,CM,3,3,70,silver,EFL Championship (ENG 2),Luton Town,Congo DR,28,Rare,Right,Med,High,500
8164,Allan Campbell,CM,2,3,70,silver,EFL Championship (ENG 2),Luton Town,Scotland,24,Rare,Right,High,High,500
8165,Tom Lockyer,CB,2,4,70,silver,EFL Championship (ENG 2),Luton Town,Wales,28,Non Rare,Right,Med,High,650
8166,Harry Cornick,ST,3,3,70,silver,EFL Championship (ENG 2),Luton Town,England,27,Rare,Right,Med,Med,600
8167,Sonny Bradley,CB,2,3,70,silver,EFL Championship (ENG 2),Luton Town,England,31,Rare,Left,Med,High,600
8168,Luke Freeman,CAM,3,2,69,silver,EFL Championship (ENG 2),Luton Town,England,30,Non Rare,Left,Med,Med,600
8169,Glen Rea,CDM,2,3,69,silver,EFL Championship (ENG 2),Luton Town,Republic of Ireland,28,Rare,Right,Med,High,600
8170,Jordan Clark,RW,3,4,69,silver,EFL Championship (ENG 2),Luton Town,England,29,Non Rare,Right,High,Med,650
